ID,scheme,BER,state,total_frames,retransmission,time(ms),efficiency,throughput
441,ARQ,0.001,1,50,4,0.2799,0.740741,5716.33
442,ARQ,0.001,1,50,2,0.2633,0.769231,6076.72
443,ARQ,0.001,1,50,2,0.2621,0.769231,6104.54
444,ARQ,0.001,1,50,1,0.2655,0.784314,6026.37
445,ARQ,0.001,1,50,0,0.3031,0.8,5278.79
446,ARQ,0.001,1,50,2,0.2658,0.769231,6019.56
447,ARQ,0.001,1,50,1,0.2593,0.784314,6170.46
448,ARQ,0.001,1,50,2,0.2627,0.769231,6090.6
449,ARQ,0.001,1,50,0,0.2612,0.8,6125.57
450,ARQ,0.001,1,50,3,0.2642,0.754717,6056.02
451,ARQ,0.001,1,50,2,0.2619,0.769231,6109.2
452,ARQ,0.001,1,50,3,0.2636,0.754717,6069.8
453,ARQ,0.001,1,50,1,0.2598,0.784314,6158.58
454,ARQ,0.001,1,50,2,0.266,0.769231,6015.04
455,ARQ,0.001,1,50,2,0.2616,0.769231,6116.21
456,ARQ,0.001,1,50,1,0.2612,0.784314,6125.57
457,ARQ,0.001,1,50,3,0.2706,0.754717,5912.79
458,ARQ,0.001,1,50,6,0.2796,0.714286,5722.46
459,ARQ,0.001,1,50,1,0.2629,0.784314,6085.96
460,ARQ,0.001,1,50,6,0.2736,0.714286,5847.95
461,ARQ,0.001,1,50,1,0.2595,0.784314,6165.7
462,ARQ,0.001,1,50,1,0.2606,0.784314,6139.68
463,ARQ,0.001,1,50,1,0.2624,0.784314,6097.56
464,ARQ,0.001,1,50,3,0.2664,0.754717,6006.01
465,ARQ,0.001,1,50,0,0.2688,0.8,5952.38
466,ARQ,0.001,1,50,2,0.2758,0.769231,5801.31
467,ARQ,0.001,1,50,4,0.2836,0.740741,5641.75
468,ARQ,0.001,1,50,2,0.2754,0.769231,5809.73
469,ARQ,0.001,1,50,4,0.2679,0.740741,5972.38
470,ARQ,0.001,1,50,3,0.2651,0.754717,6035.46
471,ARQ,0.001,1,50,0,0.257,0.8,6225.68
472,ARQ,0.001,1,50,3,0.269,0.754717,5947.96
473,ARQ,0.001,1,50,3,0.2757,0.754717,5803.41
474,ARQ,0.001,1,50,1,0.2615,0.784314,6118.55
475,ARQ,0.001,1,50,3,0.276,0.754717,5797.1
476,ARQ,0.001,1,50,3,0.2714,0.754717,5895.36
477,ARQ,0.001,1,50,1,0.2591,0.784314,6175.22
478,ARQ,0.001,1,50,2,0.2613,0.769231,6123.23
479,ARQ,0.001,1,50,4,0.2658,0.740741,6019.56
480,ARQ,0.001,1,50,1,0.2606,0.784314,6139.68
481,ARQ,0.001,1,50,3,0.288,0.754717,5555.56
482,ARQ,0.001,1,50,3,0.2763,0.754717,5790.81
483,ARQ,0.001,1,50,3,0.2829,0.754717,5655.71
484,ARQ,0.001,1,50,1,0.3012,0.784314,5312.08
485,ARQ,0.001,1,50,3,0.275,0.754717,5818.18
486,ARQ,0.001,1,50,2,0.2626,0.769231,6092.92
487,ARQ,0.001,1,50,1,0.2604,0.784314,6144.39
488,ARQ,0.001,1,50,2,0.264,0.769231,6060.61
489,ARQ,0.001,1,50,4,0.265,0.740741,6037.74
490,ARQ,0.001,1,50,2,0.2656,0.769231,6024.1
491,ARQ,0.001,1,50,0,0.2588,0.8,6182.38
492,ARQ,0.001,1,50,1,0.2613,0.784314,6123.23
493,ARQ,0.001,1,50,2,0.2601,0.769231,6151.48
494,ARQ,0.001,1,50,3,0.2668,0.754717,5997
495,ARQ,0.001,1,50,3,0.2658,0.754717,6019.56
496,ARQ,0.001,1,50,3,0.2633,0.754717,6076.72
497,ARQ,0.001,1,50,3,0.2634,0.754717,6074.41
498,ARQ,0.001,1,50,4,0.2701,0.740741,5923.73
499,ARQ,0.001,1,50,3,0.2647,0.754717,6044.58
500,ARQ,0.001,1,50,1,0.3009,0.784314,5317.38
501,ARQ,0.001,1,50,1,0.2601,0.784314,6151.48
502,ARQ,0.001,1,50,5,0.2759,0.727273,5799.2
503,ARQ,0.001,1,50,1,0.2588,0.784314,6182.38
504,ARQ,0.001,1,50,4,0.2651,0.740741,6035.46
505,ARQ,0.001,1,50,3,0.2628,0.754717,6088.28
506,ARQ,0.001,1,50,2,0.2627,0.769231,6090.6
507,ARQ,0.001,1,50,1,0.263,0.784314,6083.65
508,ARQ,0.001,1,50,2,0.2636,0.769231,6069.8
509,ARQ,0.001,1,50,3,0.28,0.754717,5714.29
510,ARQ,0.001,1,50,2,0.2657,0.769231,6021.83
511,ARQ,0.001,1,50,2,0.2629,0.769231,6085.96
512,ARQ,0.001,1,50,6,0.3638,0.714286,4398.02
513,ARQ,0.001,1,50,2,0.2653,0.769231,6030.91
514,ARQ,0.001,1,50,2,0.2679,0.769231,5972.38
515,ARQ,0.001,1,50,5,0.2763,0.727273,5790.81
516,ARQ,0.001,1,50,0,0.2577,0.8,6208.77
517,ARQ,0.001,1,50,1,0.2623,0.784314,6099.89
518,ARQ,0.001,1,50,3,0.2645,0.754717,6049.15
519,ARQ,0.001,1,50,3,0.2644,0.754717,6051.44
520,ARQ,0.001,1,50,3,0.2658,0.754717,6019.56
521,ARQ,0.001,1,50,3,0.2643,0.754717,6053.73
522,ARQ,0.001,1,50,1,0.264,0.784314,6060.61
523,ARQ,0.001,1,50,1,0.2598,0.784314,6158.58
524,ARQ,0.001,1,50,2,0.2601,0.769231,6151.48
525,ARQ,0.001,1,50,1,0.2637,0.784314,6067.5
526,ARQ,0.001,1,50,2,0.3244,0.769231,4932.18
527,ARQ,0.001,1,50,2,0.2708,0.769231,5908.42
528,ARQ,0.001,1,50,2,0.3199,0.769231,5001.56
529,ARQ,0.001,1,50,1,0.2633,0.784314,6076.72
530,ARQ,0.001,1,50,5,0.2832,0.727273,5649.72
531,ARQ,0.001,1,50,2,0.2654,0.769231,6028.64
532,ARQ,0.001,1,50,5,0.2725,0.727273,5871.56
533,ARQ,0.001,1,50,6,0.2778,0.714286,5759.54
534,ARQ,0.001,1,50,1,0.2581,0.784314,6199.15
535,ARQ,0.001,1,50,0,0.2572,0.8,6220.84
536,ARQ,0.001,1,50,0,0.2577,0.8,6208.77
537,ARQ,0.001,1,50,1,0.2596,0.784314,6163.33
538,ARQ,0.001,1,50,3,0.267,0.754717,5992.51
539,ARQ,0.001,1,50,2,0.2642,0.769231,6056.02
540,ARQ,0.001,1,50,4,0.2685,0.740741,5959.03
541,ARQ,0.001,1,50,2,0.2645,0.769231,6049.15
542,ARQ,0.001,1,50,1,0.264,0.784314,6060.61
543,ARQ,0.001,1,50,2,0.2695,0.769231,5936.92
544,ARQ,0.001,1,50,3,0.2663,0.754717,6008.26
545,ARQ,0.001,1,50,2,0.2644,0.769231,6051.44
546,ARQ,0.001,1,50,4,0.2697,0.740741,5932.52
547,ARQ,0.001,1,50,2,0.2618,0.769231,6111.54
548,ARQ,0.001,1,50,5,0.2771,0.727273,5774.09
549,ARQ,0.001,1,50,3,0.2675,0.754717,5981.31
550,ARQ,0.001,1,50,0,0.2563,0.8,6242.68
551,ARQ,0.001,1,50,2,0.2605,0.769231,6142.03
552,ARQ,0.001,1,50,0,0.2556,0.8,6259.78
553,ARQ,0.001,1,50,2,0.2616,0.769231,6116.21
554,ARQ,0.001,1,50,1,0.2586,0.784314,6187.16
555,ARQ,0.001,1,50,3,0.2678,0.754717,5974.61
556,ARQ,0.001,1,50,1,0.2624,0.784314,6097.56
557,ARQ,0.001,1,50,0,0.2574,0.8,6216.01
558,ARQ,0.001,1,50,1,0.2639,0.784314,6062.9
559,ARQ,0.001,1,50,4,0.2671,0.740741,5990.27
560,ARQ,0.001,1,50,2,0.2636,0.769231,6069.8
561,ARQ,0.001,1,50,5,0.2716,0.727273,5891.02
562,ARQ,0.001,1,50,0,0.2563,0.8,6242.68
563,ARQ,0.001,1,50,1,0.2577,0.784314,6208.77
564,ARQ,0.001,1,50,1,0.2604,0.784314,6144.39
565,ARQ,0.001,1,50,0,0.2575,0.8,6213.59
566,ARQ,0.001,1,50,1,0.2595,0.784314,6165.7
567,ARQ,0.001,1,50,3,0.2746,0.754717,5826.66
568,ARQ,0.001,1,50,4,0.269,0.740741,5947.96
569,ARQ,0.001,1,50,1,0.2579,0.784314,6203.96
570,ARQ,0.001,1,50,2,0.2623,0.769231,6099.89
571,ARQ,0.001,1,50,1,0.2625,0.784314,6095.24
572,ARQ,0.001,1,50,1,0.2578,0.784314,6206.36
573,ARQ,0.001,1,50,2,0.2613,0.769231,6123.23
574,ARQ,0.001,1,50,1,0.259,0.784314,6177.61
575,ARQ,0.001,1,50,4,0.2667,0.740741,5999.25
576,ARQ,0.001,1,50,2,0.2684,0.769231,5961.25
577,ARQ,0.001,1,50,6,0.276,0.714286,5797.1
578,ARQ,0.001,1,50,6,0.2747,0.714286,5824.54
579,ARQ,0.001,1,50,3,0.2649,0.754717,6040.02
580,ARQ,0.001,1,50,2,0.2613,0.769231,6123.23
581,ARQ,0.001,1,50,0,0.257,0.8,6225.68
582,ARQ,0.001,1,50,0,0.2551,0.8,6272.05
583,ARQ,0.001,1,50,7,0.3156,0.701754,5069.71
584,ARQ,0.001,1,50,4,0.2656,0.740741,6024.1
585,ARQ,0.001,1,50,2,0.2654,0.769231,6028.64
586,ARQ,0.001,1,50,1,0.2603,0.784314,6146.75
587,ARQ,0.001,1,50,0,0.2627,0.8,6090.6
588,ARQ,0.001,1,50,5,0.2734,0.727273,5852.23
589,ARQ,0.001,1,50,2,0.2622,0.769231,6102.21
590,ARQ,0.001,1,50,3,0.2647,0.754717,6044.58
591,ARQ,0.001,1,50,3,0.2666,0.754717,6001.5
592,ARQ,0.001,1,50,4,0.264,0.740741,6060.61
593,ARQ,0.001,1,50,2,0.2723,0.769231,5875.87
594,ARQ,0.001,1,50,0,0.2598,0.8,6158.58
595,ARQ,0.001,1,50,4,0.2689,0.740741,5950.17
596,ARQ,0.001,1,50,1,0.2601,0.784314,6151.48
597,ARQ,0.001,1,50,2,0.2628,0.769231,6088.28
598,ARQ,0.001,1,50,4,0.2696,0.740741,5934.72
599,ARQ,0.001,1,50,4,0.27,0.740741,5925.93
600,ARQ,0.001,1,50,3,0.2653,0.754717,6030.91
601,ARQ,0.001,1,50,2,0.2634,0.769231,6074.41
602,ARQ,0.001,1,50,0,0.2598,0.8,6158.58
603,ARQ,0.001,1,50,2,0.2632,0.769231,6079.03
604,ARQ,0.001,1,50,2,0.2648,0.769231,6042.3
605,ARQ,0.001,1,50,3,0.2637,0.754717,6067.5
606,ARQ,0.001,1,50,2,0.2648,0.769231,6042.3
607,ARQ,0.001,1,50,2,0.2655,0.769231,6026.37
608,ARQ,0.001,1,50,1,0.2601,0.784314,6151.48
609,ARQ,0.001,1,50,2,0.26,0.769231,6153.85
610,ARQ,0.001,1,50,2,0.3178,0.769231,5034.61
611,ARQ,0.001,1,50,1,0.3718,0.784314,4303.39
612,ARQ,0.001,1,50,4,0.3461,0.740741,4622.94
613,ARQ,0.001,1,50,3,0.4189,0.754717,3819.53
614,ARQ,0.001,1,50,1,0.332,0.784314,4819.28
615,ARQ,0.001,1,50,0,0.2603,0.8,6146.75
616,ARQ,0.001,1,50,4,0.2784,0.740741,5747.13
617,ARQ,0.001,1,50,1,0.2718,0.784314,5886.68
618,ARQ,0.001,1,50,4,0.2704,0.740741,5917.16
619,ARQ,0.001,1,50,0,0.2637,0.8,6067.5
620,ARQ,0.001,1,50,1,0.2621,0.784314,6104.54
621,ARQ,0.001,1,50,4,0.2662,0.740741,6010.52
622,ARQ,0.001,1,50,2,0.2668,0.769231,5997
623,ARQ,0.001,1,50,3,0.2768,0.754717,5780.35
624,ARQ,0.001,1,50,2,0.2705,0.769231,5914.97
625,ARQ,0.001,1,50,4,0.2735,0.740741,5850.09
626,ARQ,0.001,1,50,0,0.2619,0.8,6109.2
627,ARQ,0.001,1,50,5,0.2834,0.727273,5645.73
628,ARQ,0.001,1,50,3,0.2732,0.754717,5856.52
629,ARQ,0.001,1,50,1,0.2604,0.784314,6144.39
630,ARQ,0.001,1,50,1,0.2639,0.784314,6062.9
631,ARQ,0.001,1,50,0,0.2597,0.8,6160.95
632,ARQ,0.001,1,50,5,0.2723,0.727273,5875.87
633,ARQ,0.001,1,50,2,0.2751,0.769231,5816.07
634,ARQ,0.001,1,50,1,0.2642,0.784314,6056.02
635,ARQ,0.001,1,50,0,0.2686,0.8,5956.81
636,ARQ,0.001,1,50,0,0.2614,0.8,6120.89
637,ARQ,0.001,1,50,1,0.2706,0.784314,5912.79
638,ARQ,0.001,1,50,1,0.2734,0.784314,5852.23
639,ARQ,0.001,1,50,0,0.2588,0.8,6182.38
640,ARQ,0.001,1,50,3,0.2652,0.754717,6033.18
641,ARQ,0.001,1,50,2,0.2734,0.769231,5852.23
642,ARQ,0.001,1,50,1,0.2664,0.784314,6006.01
643,ARQ,0.001,1,50,4,0.2714,0.740741,5895.36
644,ARQ,0.001,1,50,0,0.2587,0.8,6184.77
645,ARQ,0.001,1,50,2,0.2613,0.769231,6123.23
646,ARQ,0.001,1,50,1,0.2656,0.784314,6024.1
647,ARQ,0.001,1,50,0,0.2563,0.8,6242.68
648,ARQ,0.001,1,50,2,0.2661,0.769231,6012.78
649,ARQ,0.001,1,50,1,0.261,0.784314,6130.27
650,ARQ,0.001,1,50,2,0.2613,0.769231,6123.23
651,ARQ,0.001,1,50,2,0.2628,0.769231,6088.28
652,ARQ,0.001,1,50,3,0.3266,0.754717,4898.96
653,ARQ,0.001,1,50,2,0.2665,0.769231,6003.75
654,ARQ,0.001,1,50,3,0.2677,0.754717,5976.84
655,ARQ,0.001,1,50,1,0.2623,0.784314,6099.89
656,ARQ,0.001,1,50,3,0.2668,0.754717,5997
657,ARQ,0.001,1,50,3,0.2642,0.754717,6056.02
658,ARQ,0.001,1,50,0,0.2568,0.8,6230.53
659,ARQ,0.001,1,50,0,0.2577,0.8,6208.77
660,ARQ,0.001,1,50,2,0.262,0.769231,6106.87
661,ARQ,0.001,1,50,4,0.2648,0.740741,6042.3
662,ARQ,0.001,1,50,1,0.2616,0.784314,6116.21
663,ARQ,0.001,1,50,2,0.2685,0.769231,5959.03
664,ARQ,0.001,1,50,5,0.2745,0.727273,5828.78
665,ARQ,0.001,1,50,3,0.2644,0.754717,6051.44
666,ARQ,0.001,1,50,0,0.2968,0.8,5390.84
667,ARQ,0.001,1,50,0,0.2618,0.8,6111.54
668,ARQ,0.001,1,50,3,0.2653,0.754717,6030.91
669,ARQ,0.001,1,50,2,0.2641,0.769231,6058.31
670,ARQ,0.001,1,50,1,0.2591,0.784314,6175.22
671,ARQ,0.001,1,50,0,0.2566,0.8,6235.39
672,ARQ,0.001,1,50,0,0.2601,0.8,6151.48
673,ARQ,0.001,1,50,3,0.2672,0.754717,5988.02
674,ARQ,0.001,1,50,2,0.2645,0.769231,6049.15
675,ARQ,0.001,1,50,1,0.2619,0.784314,6109.2
676,ARQ,0.001,1,50,1,0.2592,0.784314,6172.84
677,ARQ,0.001,1,50,0,0.259,0.8,6177.61
678,ARQ,0.001,1,50,2,0.2606,0.769231,6139.68
679,ARQ,0.001,1,50,1,0.262,0.784314,6106.87
680,ARQ,0.001,1,50,1,0.271,0.784314,5904.06
681,ARQ,0.001,1,50,2,0.2644,0.769231,6051.44
682,ARQ,0.001,1,50,2,0.2691,0.769231,5945.75
683,ARQ,0.001,1,50,3,0.2683,0.754717,5963.47
684,ARQ,0.001,1,50,4,0.2687,0.740741,5954.6
685,ARQ,0.001,1,50,5,0.2732,0.727273,5856.52
686,ARQ,0.001,1,50,2,0.2632,0.769231,6079.03
687,ARQ,0.001,1,50,1,0.259,0.784314,6177.61
688,ARQ,0.001,1,50,1,0.2579,0.784314,6203.96
689,ARQ,0.001,1,50,5,0.2718,0.727273,5886.68
690,ARQ,0.001,1,50,2,0.2609,0.769231,6132.62
691,ARQ,0.001,1,50,0,0.2626,0.8,6092.92
692,ARQ,0.001,1,50,4,0.27,0.740741,5925.93
693,ARQ,0.001,1,50,3,0.2649,0.754717,6040.02
694,ARQ,0.001,1,50,1,0.3037,0.784314,5268.36
695,ARQ,0.001,1,50,0,0.2574,0.8,6216.01
696,ARQ,0.001,1,50,0,0.2557,0.8,6257.33
697,ARQ,0.001,1,50,2,0.3345,0.769231,4783.26
698,ARQ,0.001,1,50,2,0.4711,0.769231,3396.31
699,ARQ,0.001,1,50,1,0.2647,0.784314,6044.58
700,ARQ,0.001,1,50,2,0.2626,0.769231,6092.92
701,ARQ,0.001,1,50,1,0.2606,0.784314,6139.68
702,ARQ,0.001,1,50,3,0.268,0.754717,5970.15
703,ARQ,0.001,1,50,5,0.2737,0.727273,5845.82
704,ARQ,0.001,1,50,4,0.2664,0.740741,6006.01
705,ARQ,0.001,1,50,0,0.258,0.8,6201.55
706,ARQ,0.001,1,50,0,0.2592,0.8,6172.84
707,ARQ,0.001,1,50,0,0.2594,0.8,6168.08
708,ARQ,0.001,1,50,3,0.2707,0.754717,5910.6
709,ARQ,0.001,1,50,2,0.2719,0.769231,5884.52
710,ARQ,0.001,1,50,4,0.2752,0.740741,5813.95
711,ARQ,0.001,1,50,4,0.2689,0.740741,5950.17
712,ARQ,0.001,1,50,3,0.2642,0.754717,6056.02
713,ARQ,0.001,1,50,3,0.2648,0.754717,6042.3
714,ARQ,0.001,1,50,6,0.2771,0.714286,5774.09
715,ARQ,0.001,1,50,3,0.2687,0.754717,5954.6
716,ARQ,0.001,1,50,2,0.2664,0.769231,6006.01
717,ARQ,0.001,1,50,2,0.2603,0.769231,6146.75
718,ARQ,0.001,1,50,1,0.263,0.784314,6083.65
719,ARQ,0.001,1,50,4,0.2656,0.740741,6024.1
720,ARQ,0.001,1,50,1,0.2599,0.784314,6156.21
721,ARQ,0.001,1,50,3,0.3048,0.754717,5249.34
722,ARQ,0.001,1,50,2,0.2639,0.769231,6062.9
723,ARQ,0.001,1,50,1,0.2648,0.784314,6042.3
724,ARQ,0.001,1,50,0,0.2853,0.8,5608.13
725,ARQ,0.001,1,50,2,0.2704,0.769231,5917.16
726,ARQ,0.001,1,50,1,0.2584,0.784314,6191.95
727,ARQ,0.001,1,50,0,0.2643,0.8,6053.73
728,ARQ,0.001,1,50,2,0.2613,0.769231,6123.23
729,ARQ,0.001,1,50,3,0.2631,0.754717,6081.34
730,ARQ,0.001,1,50,1,0.2639,0.784314,6062.9
731,ARQ,0.001,1,50,5,0.2725,0.727273,5871.56
732,ARQ,0.001,1,50,1,0.2599,0.784314,6156.21
733,ARQ,0.001,1,50,3,0.268,0.754717,5970.15
734,ARQ,0.001,1,50,6,0.2737,0.714286,5845.82
735,ARQ,0.001,1,50,3,0.2632,0.754717,6079.03
736,ARQ,0.001,1,50,1,0.2601,0.784314,6151.48
737,ARQ,0.001,1,50,2,0.2613,0.769231,6123.23
738,ARQ,0.001,1,50,2,0.262,0.769231,6106.87
739,ARQ,0.001,1,50,0,0.2573,0.8,6218.42
740,ARQ,0.001,1,50,1,0.3405,0.784314,4698.97
741,ARQ,0.001,1,50,2,0.2665,0.769231,6003.75
742,ARQ,0.001,1,50,1,0.2635,0.784314,6072.11
743,ARQ,0.001,1,50,1,0.2607,0.784314,6137.32
744,ARQ,0.001,1,50,0,0.2588,0.8,6182.38
745,ARQ,0.001,1,50,0,0.2582,0.8,6196.75
746,ARQ,0.001,1,50,2,0.2625,0.769231,6095.24
747,ARQ,0.001,1,50,1,0.2619,0.784314,6109.2
748,ARQ,0.001,1,50,1,0.2595,0.784314,6165.7
749,ARQ,0.001,1,50,2,0.3104,0.769231,5154.64
750,ARQ,0.001,1,50,0,0.2583,0.8,6194.35
751,ARQ,0.001,1,50,2,0.2649,0.769231,6040.02
752,ARQ,0.001,1,50,0,0.2594,0.8,6168.08
753,ARQ,0.001,1,50,1,0.2585,0.784314,6189.56
754,ARQ,0.001,1,50,1,0.2586,0.784314,6187.16
755,ARQ,0.001,1,50,3,0.2664,0.754717,6006.01
756,ARQ,0.001,1,50,1,0.2586,0.784314,6187.16
757,ARQ,0.001,1,50,3,0.2638,0.754717,6065.2
758,ARQ,0.001,1,50,1,0.2717,0.784314,5888.85
759,ARQ,0.001,1,50,1,0.2627,0.784314,6090.6
760,ARQ,0.001,1,50,2,0.2628,0.769231,6088.28
761,ARQ,0.001,1,50,7,0.2859,0.701754,5596.36
762,ARQ,0.001,1,50,3,0.2634,0.754717,6074.41
763,ARQ,0.001,1,50,2,0.2648,0.769231,6042.3
764,ARQ,0.001,1,50,5,0.2782,0.727273,5751.26
765,ARQ,0.001,1,50,1,0.2607,0.784314,6137.32
766,ARQ,0.001,1,50,4,0.2655,0.740741,6026.37
767,ARQ,0.001,1,50,1,0.2596,0.784314,6163.33
768,ARQ,0.001,1,50,2,0.2652,0.769231,6033.18
769,ARQ,0.001,1,50,3,0.269,0.754717,5947.96
770,ARQ,0.001,1,50,3,0.2663,0.754717,6008.26
771,ARQ,0.001,1,50,4,0.2666,0.740741,6001.5
772,ARQ,0.001,1,50,3,0.2651,0.754717,6035.46
773,ARQ,0.001,1,50,1,0.2587,0.784314,6184.77
774,ARQ,0.001,1,50,2,0.2611,0.769231,6127.92
775,ARQ,0.001,1,50,4,0.2682,0.740741,5965.7
776,ARQ,0.001,1,50,0,0.2606,0.8,6139.68
777,ARQ,0.001,1,50,1,0.2623,0.784314,6099.89
778,ARQ,0.001,1,50,3,0.2714,0.754717,5895.36
779,ARQ,0.001,1,50,4,0.3057,0.740741,5233.89
780,ARQ,0.001,1,50,4,0.2655,0.740741,6026.37
781,ARQ,0.001,1,50,0,0.2582,0.8,6196.75
782,ARQ,0.001,1,50,2,0.2632,0.769231,6079.03
783,ARQ,0.001,1,50,2,0.2701,0.769231,5923.73
784,ARQ,0.001,1,50,2,0.2867,0.769231,5580.75
785,ARQ,0.001,1,50,0,0.2598,0.8,6158.58
786,ARQ,0.001,1,50,2,0.2706,0.769231,5912.79
787,ARQ,0.001,1,50,2,0.2615,0.769231,6118.55
788,ARQ,0.001,1,50,3,0.2635,0.754717,6072.11
789,ARQ,0.001,1,50,4,0.2666,0.740741,6001.5
790,ARQ,0.001,1,50,1,0.2624,0.784314,6097.56
791,ARQ,0.001,1,50,1,0.2681,0.784314,5967.92
792,ARQ,0.001,1,50,2,0.2687,0.769231,5954.6
793,ARQ,0.001,1,50,1,0.2598,0.784314,6158.58
794,ARQ,0.001,1,50,1,0.261,0.784314,6130.27
795,ARQ,0.001,1,50,5,0.2702,0.727273,5921.54
796,ARQ,0.001,1,50,1,0.2595,0.784314,6165.7
797,ARQ,0.001,1,50,3,0.2658,0.754717,6019.56
798,ARQ,0.001,1,50,2,0.2617,0.769231,6113.87
799,ARQ,0.001,1,50,2,0.2641,0.769231,6058.31
800,ARQ,0.001,1,50,5,0.2786,0.727273,5743
801,ARQ,0.001,1,50,2,0.2615,0.769231,6118.55
802,ARQ,0.001,1,50,2,0.2614,0.769231,6120.89
803,ARQ,0.001,1,50,1,0.2726,0.784314,5869.41
804,ARQ,0.001,1,50,0,0.261,0.8,6130.27
805,ARQ,0.001,1,50,2,0.2617,0.769231,6113.87
806,ARQ,0.001,1,50,3,0.2711,0.754717,5901.88
807,ARQ,0.001,1,50,0,0.3431,0.8,4663.36
808,ARQ,0.001,1,50,2,0.2709,0.769231,5906.24
809,ARQ,0.001,1,50,0,0.2594,0.8,6168.08
810,ARQ,0.001,1,50,2,0.2639,0.769231,6062.9
811,ARQ,0.001,1,50,3,0.2692,0.754717,5943.54
812,ARQ,0.001,1,50,3,0.2657,0.754717,6021.83
813,ARQ,0.001,1,50,0,0.2602,0.8,6149.12
814,ARQ,0.001,1,50,1,0.2639,0.784314,6062.9
815,ARQ,0.001,1,50,4,0.2662,0.740741,6010.52
816,ARQ,0.001,1,50,2,0.2609,0.769231,6132.62
817,ARQ,0.001,1,50,0,0.2576,0.8,6211.18
818,ARQ,0.001,1,50,3,0.2634,0.754717,6074.41
819,ARQ,0.001,1,50,3,0.2685,0.754717,5959.03
820,ARQ,0.001,1,50,2,0.2626,0.769231,6092.92
821,ARQ,0.001,1,50,1,0.2625,0.784314,6095.24
822,ARQ,0.001,1,50,1,0.2653,0.784314,6030.91
823,ARQ,0.001,1,50,3,0.2642,0.754717,6056.02
824,ARQ,0.001,1,50,2,0.2628,0.769231,6088.28
825,ARQ,0.001,1,50,3,0.2672,0.754717,5988.02
826,ARQ,0.001,1,50,2,0.2613,0.769231,6123.23
827,ARQ,0.001,1,50,3,0.2631,0.754717,6081.34
828,ARQ,0.001,1,50,2,0.3525,0.769231,4539.01
829,ARQ,0.001,1,50,2,0.3943,0.769231,4057.82
830,ARQ,0.001,1,50,0,0.2714,0.8,5895.36
831,ARQ,0.001,1,50,2,0.2631,0.769231,6081.34
832,ARQ,0.001,1,50,5,0.2731,0.727273,5858.66
833,ARQ,0.001,1,50,3,0.2833,0.754717,5647.72
834,ARQ,0.001,1,50,0,0.2587,0.8,6184.77
835,ARQ,0.001,1,50,3,0.2657,0.754717,6021.83
836,ARQ,0.001,1,50,3,0.2632,0.754717,6079.03
837,ARQ,0.001,1,50,0,0.2595,0.8,6165.7
838,ARQ,0.001,1,50,4,0.273,0.740741,5860.81
839,ARQ,0.001,1,50,8,0.2812,0.689655,5689.9
840,ARQ,0.001,1,50,5,0.2731,0.727273,5858.66
841,ARQ,0.001,1,50,3,0.2744,0.754717,5830.9
842,ARQ,0.001,1,50,2,0.2625,0.769231,6095.24
843,ARQ,0.001,1,50,1,0.2634,0.784314,6074.41
844,ARQ,0.001,1,50,0,0.2589,0.8,6179.99
845,ARQ,0.001,1,50,1,0.2605,0.784314,6142.03
846,ARQ,0.001,1,50,2,0.263,0.769231,6083.65
847,ARQ,0.001,1,50,2,0.2672,0.769231,5988.02
848,ARQ,0.001,1,50,4,0.2655,0.740741,6026.37
849,ARQ,0.001,1,50,2,0.2631,0.769231,6081.34
850,ARQ,0.001,1,50,1,0.2595,0.784314,6165.7
851,ARQ,0.001,1,50,0,0.2596,0.8,6163.33
852,ARQ,0.001,1,50,2,0.2624,0.769231,6097.56
853,ARQ,0.001,1,50,2,0.2721,0.769231,5880.19
854,ARQ,0.001,1,50,2,0.2648,0.769231,6042.3
855,ARQ,0.001,1,50,1,0.2624,0.784314,6097.56
856,ARQ,0.001,1,50,2,0.2628,0.769231,6088.28
857,ARQ,0.001,1,50,1,0.2606,0.784314,6139.68
858,ARQ,0.001,1,50,4,0.2651,0.740741,6035.46
859,ARQ,0.001,1,50,2,0.2629,0.769231,6085.96
860,ARQ,0.001,1,50,1,0.2622,0.784314,6102.21
861,ARQ,0.001,1,50,2,0.2655,0.769231,6026.37
862,ARQ,0.001,1,50,2,0.266,0.769231,6015.04
863,ARQ,0.001,1,50,3,0.2659,0.754717,6017.3
864,ARQ,0.001,1,50,3,0.2766,0.754717,5784.53
865,ARQ,0.001,1,50,0,0.2638,0.8,6065.2
866,ARQ,0.001,1,50,2,0.2639,0.769231,6062.9
867,ARQ,0.001,1,50,0,0.2604,0.8,6144.39
868,ARQ,0.001,1,50,2,0.263,0.769231,6083.65
869,ARQ,0.001,1,50,2,0.2628,0.769231,6088.28
870,ARQ,0.001,1,50,2,0.2612,0.769231,6125.57
871,ARQ,0.001,1,50,1,0.2587,0.784314,6184.77
872,ARQ,0.001,1,50,2,0.3055,0.769231,5237.32
873,ARQ,0.001,1,50,2,0.2776,0.769231,5763.69
874,ARQ,0.001,1,50,3,0.3021,0.754717,5296.26
875,ARQ,0.001,1,50,5,0.2767,0.727273,5782.44
876,ARQ,0.001,1,50,1,0.2677,0.784314,5976.84
877,ARQ,0.001,1,50,1,0.2629,0.784314,6085.96
878,ARQ,0.001,1,50,4,0.2657,0.740741,6021.83
879,ARQ,0.001,1,50,2,0.2616,0.769231,6116.21
